dates,closep
05/08/2004,1.8239
06/08/2004,1.8411
09/08/2004,1.8412
10/08/2004,1.8272
11/08/2004,1.8298
12/08/2004,1.8224
13/08/2004,1.8431
16/08/2004,1.8403
17/08/2004,1.8283
18/08/2004,1.8239
19/08/2004,1.8327
20/08/2004,1.8201
23/08/2004,1.8085
24/08/2004,1.7924
25/08/2004,1.7966
26/08/2004,1.7965
27/08/2004,1.7904
30/08/2004,1.795
31/08/2004,1.8024
01/09/2004,1.793
02/09/2004,1.7906
03/09/2004,1.7766
06/09/2004,1.78
07/09/2004,1.7732
08/09/2004,1.7861
09/09/2004,1.786
10/09/2004,1.7966
13/09/2004,1.7968
14/09/2004,1.7978
15/09/2004,1.777
16/09/2004,1.7931
17/09/2004,1.7932
20/09/2004,1.7861
21/09/2004,1.7966
22/09/2004,1.7934
23/09/2004,1.7963
24/09/2004,1.8058
27/09/2004,1.8092
28/09/2004,1.8131
29/09/2004,1.7993
30/09/2004,1.812
01/10/2004,1.7984
04/10/2004,1.7841
05/10/2004,1.7824
06/10/2004,1.7795
07/10/2004,1.7822
08/10/2004,1.795
11/10/2004,1.7985
12/10/2004,1.7919
13/10/2004,1.7942
14/10/2004,1.7969
15/10/2004,1.8042
18/10/2004,1.7982
19/10/2004,1.8037
20/10/2004,1.8182
21/10/2004,1.8275
22/10/2004,1.8281
25/10/2004,1.8412
26/10/2004,1.8347
27/10/2004,1.8281
28/10/2004,1.8299
29/10/2004,1.8373
01/11/2004,1.8342
02/11/2004,1.8411
03/11/2004,1.8493
04/11/2004,1.8444
05/11/2004,1.8552
08/11/2004,1.8566
09/11/2004,1.8576
10/11/2004,1.8461
11/11/2004,1.8415
12/11/2004,1.8564
15/11/2004,1.8471
16/11/2004,1.8529
17/11/2004,1.8594
18/11/2004,1.8501
19/11/2004,1.8574
22/11/2004,1.8604
23/11/2004,1.8689
24/11/2004,1.8814
25/11/2004,1.893
26/11/2004,1.8941
29/11/2004,1.8936
30/11/2004,1.9095
01/12/2004,1.9345
02/12/2004,1.9242
03/12/2004,1.9439
06/12/2004,1.9386
07/12/2004,1.9451
08/12/2004,1.9349
09/12/2004,1.9255
10/12/2004,1.9148
13/12/2004,1.9253
14/12/2004,1.9279
15/12/2004,1.9421
16/12/2004,1.9318
17/12/2004,1.9418
20/12/2004,1.9468
21/12/2004,1.928
22/12/2004,1.9169
23/12/2004,1.9236
24/12/2004,1.9235
27/12/2004,1.9337
28/12/2004,1.9281
29/12/2004,1.9184
30/12/2004,1.9255
31/12/2004,1.9182
03/01/2005,1.9044
04/01/2005,1.8825
05/01/2005,1.8829
06/01/2005,1.8754
07/01/2005,1.8712
10/01/2005,1.8753
11/01/2005,1.8782
12/01/2005,1.8909
13/01/2005,1.8825
14/01/2005,1.8705
17/01/2005,1.8596
18/01/2005,1.8665
19/01/2005,1.8711
20/01/2005,1.872
21/01/2005,1.8771
24/01/2005,1.8808
25/01/2005,1.8642
26/01/2005,1.8822
27/01/2005,1.8896
28/01/2005,1.8881
31/01/2005,1.8829
01/02/2005,1.884
02/02/2005,1.8859
03/02/2005,1.8822
04/02/2005,1.8758
07/02/2005,1.8575
08/02/2005,1.8548
09/02/2005,1.8583
10/02/2005,1.8687
11/02/2005,1.8686
14/02/2005,1.8867
15/02/2005,1.8972
16/02/2005,1.8854
17/02/2005,1.8953
18/02/2005,1.8943
21/02/2005,1.8974
22/02/2005,1.9118
23/02/2005,1.9086
24/02/2005,1.9096
25/02/2005,1.9194
28/02/2005,1.9211
01/03/2005,1.9213
02/03/2005,1.9139
03/03/2005,1.9068
04/03/2005,1.9227
07/03/2005,1.9145
08/03/2005,1.9292
09/03/2005,1.9254
10/03/2005,1.9226
11/03/2005,1.9265
14/03/2005,1.9137
15/03/2005,1.9131
16/03/2005,1.9263
17/03/2005,1.9252
18/03/2005,1.922
21/03/2005,1.8966
22/03/2005,1.8861
23/03/2005,1.869
24/03/2005,1.869
25/03/2005,1.871
28/03/2005,1.8667
29/03/2005,1.874
30/03/2005,1.8784
31/03/2005,1.8905
01/04/2005,1.8823
04/04/2005,1.8755
05/04/2005,1.8813
06/04/2005,1.8808
07/04/2005,1.8697
08/04/2005,1.8856
11/04/2005,1.8909
12/04/2005,1.8922
13/04/2005,1.8944
14/04/2005,1.8815
15/04/2005,1.8927
18/04/2005,1.9038
19/04/2005,1.9183
20/04/2005,1.9194
21/04/2005,1.9085
22/04/2005,1.9145
25/04/2005,1.9111
26/04/2005,1.9059
27/04/2005,1.9058
28/04/2005,1.9059
29/04/2005,1.9088
02/05/2005,1.895
03/05/2005,1.8925
04/05/2005,1.9025
05/05/2005,1.9068
06/05/2005,1.8903
09/05/2005,1.884
10/05/2005,1.8827
11/05/2005,1.8729
12/05/2005,1.8653
13/05/2005,1.8506
16/05/2005,1.8385
17/05/2005,1.8337
18/05/2005,1.8403
19/05/2005,1.8376
20/05/2005,1.8271
23/05/2005,1.8304
24/05/2005,1.8274
25/05/2005,1.8316
26/05/2005,1.82
27/05/2005,1.8243
30/05/2005,1.8236
31/05/2005,1.8171
01/06/2005,1.8094
02/06/2005,1.8153
03/06/2005,1.8154
06/06/2005,1.8244
07/06/2005,1.8352
08/06/2005,1.8232
09/06/2005,1.8205
10/06/2005,1.8126
13/06/2005,1.8068
14/06/2005,1.806
15/06/2005,1.8227
16/06/2005,1.8225
17/06/2005,1.8309
20/06/2005,1.8242
21/06/2005,1.8296
22/06/2005,1.8219
23/06/2005,1.8154
24/06/2005,1.8245
27/06/2005,1.8287
28/06/2005,1.8146
29/06/2005,1.8065
30/06/2005,1.7915
01/07/2005,1.7675
04/07/2005,1.7597
05/07/2005,1.7566
06/07/2005,1.7541
07/07/2005,1.7448
08/07/2005,1.7382
11/07/2005,1.7579
12/07/2005,1.778
13/07/2005,1.7647
14/07/2005,1.7566
15/07/2005,1.752
18/07/2005,1.7487
19/07/2005,1.7404
20/07/2005,1.7377
21/07/2005,1.7517
22/07/2005,1.7389
25/07/2005,1.7459
26/07/2005,1.7376
27/07/2005,1.7446
28/07/2005,1.7561
29/07/2005,1.7579
01/08/2005,1.7681
02/08/2005,1.7709
03/08/2005,1.7778
04/08/2005,1.7806
05/08/2005,1.7793
08/08/2005,1.7847
09/08/2005,1.7874
10/08/2005,1.795
11/08/2005,1.8109
12/08/2005,1.8147
15/08/2005,1.8116
16/08/2005,1.8113
17/08/2005,1.806
18/08/2005,1.7953
19/08/2005,1.795
22/08/2005,1.8001
23/08/2005,1.8017
24/08/2005,1.8011
25/08/2005,1.8033
26/08/2005,1.8002
29/08/2005,1.7965
30/08/2005,1.7866
31/08/2005,1.8041
01/09/2005,1.8343
02/09/2005,1.8418
05/09/2005,1.8444
06/09/2005,1.8427
07/09/2005,1.8366
08/09/2005,1.8357
09/09/2005,1.8391
12/09/2005,1.8197
13/09/2005,1.8224
14/09/2005,1.8239
15/09/2005,1.8061
16/09/2005,1.8082
19/09/2005,1.8022
20/09/2005,1.7984
21/09/2005,1.8098
22/09/2005,1.7905
23/09/2005,1.7755
26/09/2005,1.7793
27/09/2005,1.7664
28/09/2005,1.7679
29/09/2005,1.7612
30/09/2005,1.7643
03/10/2005,1.755
04/10/2005,1.7589
05/10/2005,1.7624
06/10/2005,1.7789
07/10/2005,1.7617
10/10/2005,1.7564
11/10/2005,1.7464
12/10/2005,1.7517
13/10/2005,1.7568
14/10/2005,1.7684
17/10/2005,1.7542
18/10/2005,1.7511
19/10/2005,1.7654
20/10/2005,1.7745
21/10/2005,1.7685
24/10/2005,1.7691
25/10/2005,1.7845
26/10/2005,1.7747
27/10/2005,1.7834
28/10/2005,1.7739
31/10/2005,1.77
01/11/2005,1.7652
02/11/2005,1.7767
03/11/2005,1.7708
04/11/2005,1.7497
07/11/2005,1.7441
08/11/2005,1.7444
09/11/2005,1.7434
10/11/2005,1.7412
11/11/2005,1.7424
14/11/2005,1.7369
15/11/2005,1.7354
16/11/2005,1.7166
17/11/2005,1.7193
18/11/2005,1.7179
21/11/2005,1.7155
22/11/2005,1.7224
23/11/2005,1.7239
24/11/2005,1.7228
25/11/2005,1.7142
28/11/2005,1.7296
29/11/2005,1.718
30/11/2005,1.7293
01/12/2005,1.7315
02/12/2005,1.7328
05/12/2005,1.7421
06/12/2005,1.7407
07/12/2005,1.7354
08/12/2005,1.753
09/12/2005,1.7548
12/12/2005,1.7762
13/12/2005,1.7702
14/12/2005,1.7731
15/12/2005,1.7653
16/12/2005,1.7728
19/12/2005,1.7628
20/12/2005,1.7546
21/12/2005,1.7449
22/12/2005,1.7372
23/12/2005,1.7334
26/12/2005,1.7328
27/12/2005,1.7272
28/12/2005,1.7168
29/12/2005,1.7249
30/12/2005,1.723
02/01/2006,1.7199
03/01/2006,1.7462
04/01/2006,1.7587
05/01/2006,1.7559
06/01/2006,1.7706
09/01/2006,1.7655
10/01/2006,1.7649
11/01/2006,1.7644
12/01/2006,1.7602
13/01/2006,1.777
16/01/2006,1.7685
17/01/2006,1.7678
18/01/2006,1.7638
19/01/2006,1.7597
20/01/2006,1.7708
23/01/2006,1.7875
24/01/2006,1.7848
25/01/2006,1.7839
26/01/2006,1.7793
27/01/2006,1.7674
30/01/2006,1.7687
31/01/2006,1.7793
01/02/2006,1.7746
02/02/2006,1.7806
03/02/2006,1.763
06/02/2006,1.7477
07/02/2006,1.7447
08/02/2006,1.7417
09/02/2006,1.7414
10/02/2006,1.7443
13/02/2006,1.7409
14/02/2006,1.7363
15/02/2006,1.741
16/02/2006,1.7394
17/02/2006,1.7421
20/02/2006,1.7437
21/02/2006,1.7458
22/02/2006,1.7439
23/02/2006,1.7512
24/02/2006,1.7456
27/02/2006,1.7401
28/02/2006,1.7536
01/03/2006,1.7501
02/03/2006,1.7534
03/03/2006,1.7557
06/03/2006,1.7505
07/03/2006,1.7359
08/03/2006,1.7389
09/03/2006,1.7356
10/03/2006,1.726
13/03/2006,1.7329
14/03/2006,1.7462
15/03/2006,1.7481
16/03/2006,1.7574
17/03/2006,1.7565
20/03/2006,1.7562
21/03/2006,1.7478
22/03/2006,1.7473
23/03/2006,1.7349
24/03/2006,1.7424
27/03/2006,1.7464
28/03/2006,1.743
29/03/2006,1.7345
30/03/2006,1.7459
31/03/2006,1.7372
03/04/2006,1.7392
04/04/2006,1.7552
05/04/2006,1.7538
06/04/2006,1.7533
07/04/2006,1.7422
10/04/2006,1.7427
11/04/2006,1.7491
12/04/2006,1.7493
13/04/2006,1.7526
14/04/2006,1.751
17/04/2006,1.7692
18/04/2006,1.7833
19/04/2006,1.7928
20/04/2006,1.7788
21/04/2006,1.7822
24/04/2006,1.7882
25/04/2006,1.7883
26/04/2006,1.7847
27/04/2006,1.8016
28/04/2006,1.8259
01/05/2006,1.8262
02/05/2006,1.8396
03/05/2006,1.8421
04/05/2006,1.8514
05/05/2006,1.8594
08/05/2006,1.8591
09/05/2006,1.8667
10/05/2006,1.8638
11/05/2006,1.8826
12/05/2006,1.8946
15/05/2006,1.8794
16/05/2006,1.8879
17/05/2006,1.8828
18/05/2006,1.8935
19/05/2006,1.8797
22/05/2006,1.8873
23/05/2006,1.8801
24/05/2006,1.8687
25/05/2006,1.8731
26/05/2006,1.8593
29/05/2006,1.8597
30/05/2006,1.8838
31/05/2006,1.8698
01/06/2006,1.8657
02/06/2006,1.8819
05/06/2006,1.8724
06/06/2006,1.8602
07/06/2006,1.8545
08/06/2006,1.8424
09/06/2006,1.8405
12/06/2006,1.8424
13/06/2006,1.8328
14/06/2006,1.8422
15/06/2006,1.8495
16/06/2006,1.8507
19/06/2006,1.8416
20/06/2006,1.8419
21/06/2006,1.8453
22/06/2006,1.828
23/06/2006,1.8173
26/06/2006,1.8237
27/06/2006,1.8213
28/06/2006,1.8186
29/06/2006,1.8282
30/06/2006,1.8483
03/07/2006,1.8424
04/07/2006,1.8464
05/07/2006,1.8344
06/07/2006,1.8372
07/07/2006,1.8506
10/07/2006,1.8405
11/07/2006,1.8464
12/07/2006,1.8347
13/07/2006,1.8439
14/07/2006,1.8386
17/07/2006,1.8184
18/07/2006,1.8261
19/07/2006,1.8418
20/07/2006,1.8487
21/07/2006,1.8583
24/07/2006,1.8513
25/07/2006,1.8392
26/07/2006,1.8544
27/07/2006,1.8572
28/07/2006,1.8636
31/07/2006,1.8677
01/08/2006,1.8762
02/08/2006,1.8771
03/08/2006,1.8877
04/08/2006,1.9079
07/08/2006,1.9073
08/08/2006,1.9076
09/08/2006,1.9046
10/08/2006,1.8933
11/08/2006,1.8898
14/08/2006,1.8877
15/08/2006,1.8938
16/08/2006,1.8953
17/08/2006,1.8851
18/08/2006,1.8813
21/08/2006,1.8942
22/08/2006,1.8885
23/08/2006,1.8935
24/08/2006,1.8869
25/08/2006,1.8871
28/08/2006,1.8928
29/08/2006,1.8982
30/08/2006,1.9044
31/08/2006,1.9047
01/09/2006,1.9051
04/09/2006,1.907
05/09/2006,1.8946
06/09/2006,1.8844
07/09/2006,1.8765
08/09/2006,1.8652
11/09/2006,1.8657
12/09/2006,1.8747
13/09/2006,1.876
14/09/2006,1.8867
15/09/2006,1.8814
18/09/2006,1.8802
19/09/2006,1.8823
20/09/2006,1.8884
21/09/2006,1.9021
22/09/2006,1.9002
25/09/2006,1.8997
26/09/2006,1.8943
27/09/2006,1.8892
28/09/2006,1.877
29/09/2006,1.8721
02/10/2006,1.8868
03/10/2006,1.8878
04/10/2006,1.8862
05/10/2006,1.8793
06/10/2006,1.8703
09/10/2006,1.867
10/10/2006,1.8543
11/10/2006,1.8535
12/10/2006,1.8591
13/10/2006,1.8557
16/10/2006,1.8617
17/10/2006,1.8707
18/10/2006,1.868
19/10/2006,1.8778
20/10/2006,1.8834
23/10/2006,1.8737
24/10/2006,1.8726
25/10/2006,1.8772
26/10/2006,1.8906
27/10/2006,1.8989
30/10/2006,1.9013
31/10/2006,1.9074
01/11/2006,1.9087
02/11/2006,1.9086
03/11/2006,1.9012
06/11/2006,1.8977
07/11/2006,1.9061
08/11/2006,1.9054
09/11/2006,1.9051
10/11/2006,1.9106
13/11/2006,1.901
14/11/2006,1.8955
15/11/2006,1.8889
16/11/2006,1.8885
17/11/2006,1.8945
20/11/2006,1.8977
21/11/2006,1.899
22/11/2006,1.9146
23/11/2006,1.9155
24/11/2006,1.9322
27/11/2006,1.9382
28/11/2006,1.9516
29/11/2006,1.9465
30/11/2006,1.9659
01/12/2006,1.9813
04/12/2006,1.9816
05/12/2006,1.9732
06/12/2006,1.9663
07/12/2006,1.963
08/12/2006,1.9548
11/12/2006,1.9583
12/12/2006,1.9712
13/12/2006,1.9669
14/12/2006,1.9603
15/12/2006,1.9523
18/12/2006,1.9477
19/12/2006,1.9696
20/12/2006,1.9645
21/12/2006,1.9616
22/12/2006,1.9581
25/12/2006,1.959
26/12/2006,1.9537
27/12/2006,1.9563
28/12/2006,1.9631
29/12/2006,1.9588
01/01/2007,1.9592
02/01/2007,1.9736
03/01/2007,1.9514
04/01/2007,1.9428
05/01/2007,1.9292
08/01/2007,1.9378
09/01/2007,1.9397
10/01/2007,1.9321
11/01/2007,1.9452
12/01/2007,1.9592
15/01/2007,1.9646
16/01/2007,1.9614
17/01/2007,1.9698
18/01/2007,1.9743
19/01/2007,1.9738
22/01/2007,1.9762
23/01/2007,1.9813
24/01/2007,1.9696
25/01/2007,1.9641
26/01/2007,1.9593
29/01/2007,1.961
30/01/2007,1.9628
31/01/2007,1.9655
01/02/2007,1.9668
02/02/2007,1.966
05/02/2007,1.9603
06/02/2007,1.9711
07/02/2007,1.9707
08/02/2007,1.9589
09/02/2007,1.9491
12/02/2007,1.9472
13/02/2007,1.9469
14/02/2007,1.9628
15/02/2007,1.9511
16/02/2007,1.9496
19/02/2007,1.9514
20/02/2007,1.9553
21/02/2007,1.954
22/02/2007,1.9564
23/02/2007,1.9634
26/02/2007,1.9636
27/02/2007,1.9621
28/02/2007,1.9639
01/03/2007,1.9584
02/03/2007,1.9435
05/03/2007,1.9205
06/03/2007,1.9317
07/03/2007,1.933
08/03/2007,1.9283
09/03/2007,1.932
12/03/2007,1.9325
13/03/2007,1.929
14/03/2007,1.9361
15/03/2007,1.9374
16/03/2007,1.9424
19/03/2007,1.9442
20/03/2007,1.9614
21/03/2007,1.9678
22/03/2007,1.9648
23/03/2007,1.9614
26/03/2007,1.9694
27/03/2007,1.9657
28/03/2007,1.9616
29/03/2007,1.9619
30/03/2007,1.9678
02/04/2007,1.9778
03/04/2007,1.9741
04/04/2007,1.9762
05/04/2007,1.9708
06/04/2007,1.9655
09/04/2007,1.9626
10/04/2007,1.9728
11/04/2007,1.9748
12/04/2007,1.9793
13/04/2007,1.9863
16/04/2007,1.9897
17/04/2007,2.0069
18/04/2007,2.0087
19/04/2007,2.0034
20/04/2007,2.0023
23/04/2007,2.0009
24/04/2007,2.0018
25/04/2007,2.0014
26/04/2007,1.9913
27/04/2007,1.9977
30/04/2007,1.9995
01/05/2007,1.9987
02/05/2007,1.9898
03/05/2007,1.9867
04/05/2007,1.9922
07/05/2007,1.9929
08/05/2007,1.9894
09/05/2007,1.9936
10/05/2007,1.9801
11/05/2007,1.9814
14/05/2007,1.9793
15/05/2007,1.9859
16/05/2007,1.9769
17/05/2007,1.9747
18/05/2007,1.9747
21/05/2007,1.9715
22/05/2007,1.9746
23/05/2007,1.9866
24/05/2007,1.9847
25/05/2007,1.9836
28/05/2007,1.9836
29/05/2007,1.9811
30/05/2007,1.9758
31/05/2007,1.9798
01/06/2007,1.9824
04/06/2007,1.9915
05/06/2007,1.9934
06/06/2007,1.9925
07/06/2007,1.9781
08/06/2007,1.9701
11/06/2007,1.9691
12/06/2007,1.9743
13/06/2007,1.9732
14/06/2007,1.9693
15/06/2007,1.9761
18/06/2007,1.9834
19/06/2007,1.9888
20/06/2007,1.9931
21/06/2007,1.9926
22/06/2007,1.9994
25/06/2007,1.9978
26/06/2007,1.9989
27/06/2007,1.9993
28/06/2007,2.0028
29/06/2007,2.0087
02/07/2007,2.0171
03/07/2007,2.0158
04/07/2007,2.0164
05/07/2007,2.0116
06/07/2007,2.0108
09/07/2007,2.0153
10/07/2007,2.028
11/07/2007,2.0324
12/07/2007,2.0303
13/07/2007,2.0343
16/07/2007,2.0361
17/07/2007,2.0467
18/07/2007,2.0528
19/07/2007,2.0489
20/07/2007,2.0561
23/07/2007,2.0593
24/07/2007,2.0626
25/07/2007,2.0537
26/07/2007,2.0491
27/07/2007,2.0242
30/07/2007,2.0247
31/07/2007,2.0313
01/08/2007,2.0325
02/08/2007,2.0373
03/08/2007,2.041
06/08/2007,2.0313
07/08/2007,2.0213
08/08/2007,2.0372
09/08/2007,2.0234
10/08/2007,2.0233
13/08/2007,2.0125
14/08/2007,1.9969
15/08/2007,1.9887
16/08/2007,1.9828
17/08/2007,1.9812
20/08/2007,1.9878
21/08/2007,1.9819
22/08/2007,1.9928
23/08/2007,2.0059
24/08/2007,2.0143
27/08/2007,2.0122
28/08/2007,2.002
29/08/2007,2.0177
30/08/2007,2.0118
31/08/2007,2.0171
03/09/2007,2.0183
04/09/2007,2.0131
05/09/2007,2.0196
06/09/2007,2.0238
07/09/2007,2.0287
10/09/2007,2.0277
11/09/2007,2.0333
12/09/2007,2.0291
13/09/2007,2.0252
14/09/2007,2.0074
17/09/2007,1.9947
18/09/2007,2.0131
19/09/2007,2.0008
20/09/2007,2.0077
21/09/2007,2.0203
24/09/2007,2.0223
25/09/2007,2.0186
26/09/2007,2.0159
27/09/2007,2.0276
28/09/2007,2.0473
01/10/2007,2.0435
02/10/2007,2.0418
03/10/2007,2.0322
04/10/2007,2.0387
05/10/2007,2.0422
08/10/2007,2.0359
09/10/2007,2.0376
10/10/2007,2.0425
11/10/2007,2.0317
12/10/2007,2.0361
15/10/2007,2.043
16/10/2007,2.0329
17/10/2007,2.0403
18/10/2007,2.0445
19/10/2007,2.0518
22/10/2007,2.0331
23/10/2007,2.0511
24/10/2007,2.0499
25/10/2007,2.0512
26/10/2007,2.0523
29/10/2007,2.0624
30/10/2007,2.0677
31/10/2007,2.0798
01/11/2007,2.0801
02/11/2007,2.0893
05/11/2007,2.0806
06/11/2007,2.0877
07/11/2007,2.1035
08/11/2007,2.1075
09/11/2007,2.0903
12/11/2007,2.053
13/11/2007,2.0709
14/11/2007,2.0523
15/11/2007,2.0452
16/11/2007,2.0547
19/11/2007,2.0503
20/11/2007,2.0667
21/11/2007,2.0654
22/11/2007,2.062
23/11/2007,2.0628
26/11/2007,2.0711
27/11/2007,2.0687
28/11/2007,2.0823
29/11/2007,2.0613
30/11/2007,2.0563
03/12/2007,2.0659
04/12/2007,2.0593
05/12/2007,2.0266
06/12/2007,2.028
07/12/2007,2.0304
10/12/2007,2.0461
11/12/2007,2.0343
12/12/2007,2.0469
13/12/2007,2.0414
14/12/2007,2.0173
17/12/2007,2.0205
18/12/2007,2.0145
19/12/2007,1.9978
20/12/2007,1.9839
21/12/2007,1.9834
24/12/2007,1.9774
25/12/2007,1.9783
26/12/2007,1.9838
27/12/2007,1.9961
28/12/2007,1.9964
31/12/2007,1.985
01/01/2008,1.9864
02/01/2008,1.9808
03/01/2008,1.971
04/01/2008,1.974
07/01/2008,1.9704
08/01/2008,1.9732
09/01/2008,1.9585
10/01/2008,1.9615
11/01/2008,1.9566
14/01/2008,1.9559
15/01/2008,1.9627
16/01/2008,1.9636
17/01/2008,1.9715
18/01/2008,1.9554
21/01/2008,1.9434
22/01/2008,1.9606
23/01/2008,1.9553
24/01/2008,1.9765
25/01/2008,1.9831
28/01/2008,1.9843
29/01/2008,1.9894
30/01/2008,1.9863
31/01/2008,1.9872
01/02/2008,1.9651
04/02/2008,1.9734
05/02/2008,1.9649
06/02/2008,1.9615
07/02/2008,1.9424
08/02/2008,1.9459
11/02/2008,1.9509
12/02/2008,1.9599
13/02/2008,1.9629
14/02/2008,1.969
15/02/2008,1.9612
18/02/2008,1.9526
19/02/2008,1.9485
20/02/2008,1.9418
21/02/2008,1.9628
22/02/2008,1.9669
25/02/2008,1.9673
26/02/2008,1.9871
27/02/2008,1.9818
28/02/2008,1.9887
29/02/2008,1.9891
03/03/2008,1.9836
04/03/2008,1.9864
05/03/2008,1.992
06/03/2008,2.0092
07/03/2008,2.0134
10/03/2008,2.0093
11/03/2008,2.0064
12/03/2008,2.027
13/03/2008,2.0335
14/03/2008,2.0202
17/03/2008,1.999
18/03/2008,2.0064
19/03/2008,1.9843
20/03/2008,1.985
21/03/2008,1.9818
24/03/2008,1.9855
25/03/2008,2.0059
26/03/2008,2.0088
27/03/2008,2.0073
28/03/2008,1.9944
31/03/2008,1.9837
01/04/2008,1.9759
02/04/2008,1.9874
03/04/2008,1.9968
04/04/2008,1.9933
07/04/2008,1.9883
08/04/2008,1.9697
09/04/2008,1.9758
10/04/2008,1.9707
11/04/2008,1.9691
14/04/2008,1.9784
15/04/2008,1.9626
16/04/2008,1.9723
17/04/2008,1.9912
18/04/2008,1.9979
21/04/2008,1.9804
22/04/2008,1.9954
23/04/2008,1.9804
24/04/2008,1.974
25/04/2008,1.9858
28/04/2008,1.9914
29/04/2008,1.9697
30/04/2008,1.9869
01/05/2008,1.9748
02/05/2008,1.9717
05/05/2008,1.972
06/05/2008,1.9738
07/05/2008,1.9539
08/05/2008,1.9541
09/05/2008,1.9539
12/05/2008,1.9578
13/05/2008,1.9455
14/05/2008,1.9459
15/05/2008,1.9472
16/05/2008,1.9571
19/05/2008,1.9489
20/05/2008,1.9683
21/05/2008,1.9732
22/05/2008,1.9804
23/05/2008,1.9798
26/05/2008,1.9821
27/05/2008,1.9763
28/05/2008,1.9813
29/05/2008,1.9766
30/05/2008,1.9823
02/06/2008,1.9671
03/06/2008,1.9634
04/06/2008,1.9557
05/06/2008,1.9585
06/06/2008,1.9708
09/06/2008,1.9751
10/06/2008,1.9544
11/06/2008,1.9632
12/06/2008,1.9464
13/06/2008,1.9476
16/06/2008,1.9632
17/06/2008,1.9568
18/06/2008,1.9599
19/06/2008,1.9723
20/06/2008,1.9761
23/06/2008,1.9655
24/06/2008,1.9709
25/06/2008,1.9751
26/06/2008,1.989
27/06/2008,1.995
30/06/2008,1.9923
01/07/2008,1.9949
02/07/2008,1.993
03/07/2008,1.9833
04/07/2008,1.9823
07/07/2008,1.9762
08/07/2008,1.9695
09/07/2008,1.9832
10/07/2008,1.9779
11/07/2008,1.9888
14/07/2008,1.9951
15/07/2008,2.0059
16/07/2008,1.9991
17/07/2008,2.0038
18/07/2008,1.9989
21/07/2008,2.0033
22/07/2008,1.9917
23/07/2008,1.9995
24/07/2008,1.9869
25/07/2008,1.9916
28/07/2008,1.9939
29/07/2008,1.9788
30/07/2008,1.9817
31/07/2008,1.9841
01/08/2008,1.975
04/08/2008,1.9624
05/08/2008,1.9547
06/08/2008,1.9477
07/08/2008,1.9439
08/08/2008,1.9212
11/08/2008,1.9108
12/08/2008,1.8968
13/08/2008,1.8704
14/08/2008,1.8698
15/08/2008,1.8662
18/08/2008,1.8651
19/08/2008,1.867
20/08/2008,1.8621
21/08/2008,1.8782
22/08/2008,1.8527
25/08/2008,1.8532
26/08/2008,1.84
27/08/2008,1.8356
28/08/2008,1.8296
29/08/2008,1.8211
01/09/2008,1.8014
02/09/2008,1.7839
03/09/2008,1.7768
04/09/2008,1.7685
05/09/2008,1.7661
08/09/2008,1.7581
09/09/2008,1.7607
10/09/2008,1.7531
11/09/2008,1.758
12/09/2008,1.7942
15/09/2008,1.8007
16/09/2008,1.7835
17/09/2008,1.8173
18/09/2008,1.8181
19/09/2008,1.8318
22/09/2008,1.8544
23/09/2008,1.8522
24/09/2008,1.8465
25/09/2008,1.8372
26/09/2008,1.8445
29/09/2008,1.8086
30/09/2008,1.7805
01/10/2008,1.7697
02/10/2008,1.7639
03/10/2008,1.7714
06/10/2008,1.7441
07/10/2008,1.7455
08/10/2008,1.7306
09/10/2008,1.7097
10/10/2008,1.7043
13/10/2008,1.7341
14/10/2008,1.7395
15/10/2008,1.7269
16/10/2008,1.7304
17/10/2008,1.7281
20/10/2008,1.7152
21/10/2008,1.6706
22/10/2008,1.6267
23/10/2008,1.623
24/10/2008,1.5897
27/10/2008,1.5552
28/10/2008,1.5901
29/10/2008,1.6373
30/10/2008,1.6451
31/10/2008,1.6076
03/11/2008,1.5819
04/11/2008,1.5956
05/11/2008,1.591
06/11/2008,1.5628
07/11/2008,1.5643
10/11/2008,1.5604
11/11/2008,1.5384
12/11/2008,1.4964
13/11/2008,1.4841
14/11/2008,1.474
17/11/2008,1.4989
18/11/2008,1.4958
19/11/2008,1.4952
20/11/2008,1.4727
21/11/2008,1.4925
24/11/2008,1.5183
25/11/2008,1.5472
26/11/2008,1.5326
27/11/2008,1.5406
28/11/2008,1.5377
01/12/2008,1.4884
02/12/2008,1.492
03/12/2008,1.4784
04/12/2008,1.468
05/12/2008,1.4685
08/12/2008,1.4915
09/12/2008,1.475
10/12/2008,1.4785
11/12/2008,1.5036
12/12/2008,1.4944
15/12/2008,1.5306
16/12/2008,1.5581
17/12/2008,1.5536
18/12/2008,1.5015
19/12/2008,1.492
22/12/2008,1.4825
23/12/2008,1.4724
24/12/2008,1.4731
25/12/2008,1.474
26/12/2008,1.458
29/12/2008,1.4392
30/12/2008,1.4409
31/12/2008,1.4593
01/01/2009,1.4678
02/01/2009,1.4548
05/01/2009,1.47
06/01/2009,1.4917
07/01/2009,1.5095
08/01/2009,1.5216
09/01/2009,1.5164
12/01/2009,1.4822
13/01/2009,1.4501
14/01/2009,1.4612
15/01/2009,1.4632
16/01/2009,1.4733
19/01/2009,1.442
20/01/2009,1.3928
21/01/2009,1.3955
22/01/2009,1.3877
23/01/2009,1.3804
26/01/2009,1.3993
27/01/2009,1.4129
28/01/2009,1.4247
29/01/2009,1.4301
30/01/2009,1.454
02/02/2009,1.4264
