dates,openp,closep,highp,lowp,ub_y0_p0,lb_y0,mv_p0,bw_p1,pctb_y0_p2
2016/7/20,100.7,100.895,100.935,100.645,100.8801743,99.93532567,100.40775,0.009410117,1.01569105
2016/7/21,101.025,100.955,101.18,100.905,100.9229937,100.0015063,100.46225,0.009172474,1.034733311
2016/7/22,100.845,100.96,101.055,100.75,100.9896925,100.0143075,100.502,0.009705131,0.969558149
2016/7/25,100.9,100.795,100.945,100.74,101.022522,100.015978,100.51925,0.010013446,0.7739572
2016/7/26,100.755,100.99,101.035,100.705,101.0732309,100.0502691,100.56175,0.010172475,0.918637302
2016/7/27,101.015,100.9,101.07,100.85,101.0877623,100.1152377,100.6015,0.009667098,0.806933126
2016/7/28,101,101.165,101.18,100.9,101.1741084,100.1063916,100.64025,0.010609242,0.991469309
2016/7/29,101.175,101.065,101.225,101.01,101.2269549,100.0970451,100.662,0.011224789,0.85666566
2016/8/1,101.09,100.935,101.145,100.93,101.2497963,100.1317037,100.69075,0.011104223,0.718452395
2016/8/2,100.93,101.075,101.135,100.89,101.2782863,100.1842137,100.73125,0.010861303,0.814193024
2016/8/3,101.075,101.185,101.24,101.045,101.3316509,100.2063491,100.769,0.011167142,0.869678626
2016/8/4,101.18,101.21,101.23,101.1,101.3878912,100.2021088,100.795,0.011764298,0.849979883
2016/8/5,101.25,101.465,101.485,101.245,101.4918092,100.1751908,100.8335,0.013057351,0.979637837
2016/8/8,101.395,101.475,101.495,101.315,101.5775935,100.1874065,100.8825,0.01378026,0.926201643
2016/8/9,101.46,101.59,101.67,101.45,101.655192,100.237308,100.94625,0.01404593,0.954021631
2016/8/10,101.745,101.65,101.97,101.63,101.7127403,100.3197597,101.01625,0.013789669,0.954959669
2016/8/11,101.17,101.315,101.365,101.035,101.6953616,100.4366384,101.066,0.012454467,0.697819511
2016/8/12,101.315,101.55,101.61,101.175,101.7321948,100.4998052,101.116,0.012187879,0.852161377
2016/8/15,101.71,101.71,101.965,101.61,101.7837438,100.5647562,101.17425,0.012048399,0.939504026
2016/8/16,101.7,101.48,101.825,101.46,101.780818,100.655682,101.21825,0.01111594,0.732638545
2016/8/18,101.5,101.435,101.585,101.295,101.7948542,100.6956458,101.24525,0.010856888,0.672624234
2016/8/19,101.38,101.185,101.395,101.085,101.7909903,100.7225097,101.25675,0.010552192,0.432848576
2016/8/22,101.11,101.375,101.39,101.07,101.7960316,100.7589684,101.2775,0.010239818,0.594015489
2016/8/23,101.32,100.985,101.35,100.845,101.7759417,100.7980583,101.287,0.00965458,0.191169733
2016/8/24,100.86,100.97,101.075,100.79,101.7774428,100.7945572,101.286,0.009704061,0.178497664
2016/8/25,101.055,100.915,101.145,100.845,101.7758745,100.7976255,101.28675,0.009658212,0.119984257
2016/8/26,100.945,101.155,101.185,100.87,101.7758915,100.7966086,101.28625,0.009668468,0.365973357
2016/8/29,101.055,100.955,101.06,100.885,101.7825296,100.7789704,101.28075,0.009908686,0.175405287
2016/8/30,100.915,100.61,100.935,100.605,101.827349,100.701651,101.2645,0.011116413,-0.081417038
2016/8/31,100.655,100.7,100.785,100.6,101.8556211,100.6358789,101.24575,0.012047342,0.052569382
2016/9/1,100.66,100.77,100.82,100.525,101.8690109,100.5809891,101.225,0.012724344,0.146745093
2016/9/2,100.85,100.74,100.92,100.69,101.8793945,100.5236055,101.2015,0.013396927,0.159607818
2016/9/5,100.725,100.705,100.76,100.61,101.8629148,100.4640852,101.1635,0.013827413,0.17222596
2016/9/6,100.7,100.62,100.78,100.57,101.8429292,100.3985708,101.12075,0.014283501,0.153306255
2016/9/7,100.66,100.565,100.73,100.49,101.796665,100.342335,101.0695,0.014389406,0.153104887
2016/9/8,100.56,100.755,100.77,100.52,101.7126052,100.3368948,101.02475,0.013617558,0.303919482
2016/9/9,100.715,100.85,100.97,100.655,101.6799106,100.3230894,101.0015,0.013433675,0.388341964
2016/9/12,100.75,100.645,100.785,100.605,101.6022366,100.3102634,100.95625,0.012797358,0.259089448
2016/9/13,100.68,100.92,100.945,100.68,101.4623623,100.3711377,100.91675,0.010813116,0.502978305
2016/9/14,100.865,100.975,101.105,100.795,101.3735488,100.4094512,100.8915,0.009555785,0.586609497
2016/9/19,100.965,101.01,101.055,100.89,101.2877362,100.4527638,100.87025,0.008277688,0.667370791
2016/9/26,101.155,101.25,101.285,101.115,101.3016133,100.4453867,100.8735,0.008488122,0.939720043
