dates,openp,closep,lowp,highp
1990-01-02,1.2146,1.2146,1.2146,1.2146
1990-01-03,1.2096,1.2096,1.2096,1.2096
1990-01-04,1.2287,1.2287,1.2287,1.2287
1990-01-05,1.2358,1.2358,1.2358,1.2358
1990-01-08,1.2452,1.2452,1.2452,1.2452
1990-01-09,1.2356,1.2356,1.2356,1.2356
1990-01-10,1.2361,1.2361,1.2361,1.2361
1990-01-11,1.2367,1.2367,1.2367,1.2367
1990-01-12,1.2409,1.2409,1.2409,1.2409
1990-01-15,1.2317,1.2317,1.2317,1.2317
1990-01-16,1.2271,1.2271,1.2271,1.2271
1990-01-17,1.2343,1.2343,1.2343,1.2343
1990-01-18,1.221,1.221,1.221,1.221
1990-01-19,1.2182,1.2182,1.2182,1.2182
1990-01-22,1.2118,1.2118,1.2118,1.2118
1990-01-23,1.2253,1.2253,1.2253,1.2253
1990-01-24,1.2373,1.2373,1.2373,1.2373
1990-01-25,1.2312,1.2312,1.2312,1.2312
1990-01-26,1.2334,1.2334,1.2334,1.2334
1990-01-29,1.2446,1.2446,1.2446,1.2446
1990-01-30,1.2433,1.2433,1.2433,1.2433
1990-01-31,1.2369,1.2369,1.2369,1.2369
1990-02-01,1.2395,1.2395,1.2395,1.2395
1990-02-02,1.2352,1.2352,1.2352,1.2352
1990-02-05,1.247,1.247,1.247,1.247
1990-02-06,1.2568,1.2568,1.2568,1.2568
1990-02-07,1.2574,1.2574,1.2574,1.2574
1990-02-08,1.2461,1.2461,1.2461,1.2461
1990-02-09,1.2427,1.2427,1.2427,1.2427
1990-02-12,1.2477,1.2477,1.2477,1.2477
1990-02-13,1.2407,1.2407,1.2407,1.2407
1990-02-14,1.246,1.246,1.246,1.246
1990-02-15,1.2409,1.2409,1.2409,1.2409
1990-02-16,1.2382,1.2382,1.2382,1.2382
1990-02-19,1.2444,1.2444,1.2444,1.2444
1990-02-20,1.2449,1.2449,1.2449,1.2449
1990-02-21,1.2513,1.2513,1.2513,1.2513
1990-02-22,1.2497,1.2497,1.2497,1.2497
1990-02-23,1.2446,1.2446,1.2446,1.2446
1990-02-26,1.2364,1.2364,1.2364,1.2364
1990-02-27,1.2395,1.2395,1.2395,1.2395
1990-02-28,1.2341,1.2341,1.2341,1.2341
1990-03-01,1.2232,1.2232,1.2232,1.2232
1990-03-02,1.2207,1.2207,1.2207,1.2207
1990-03-05,1.2278,1.2278,1.2278,1.2278
1990-03-06,1.23,1.23,1.23,1.23
1990-03-07,1.2249,1.2249,1.2249,1.2249
1990-03-08,1.2284,1.2284,1.2284,1.2284
1990-03-09,1.2287,1.2287,1.2287,1.2287
1990-03-12,1.2252,1.2252,1.2252,1.2252
1990-03-13,1.217,1.217,1.217,1.217
1990-03-14,1.2223,1.2223,1.2223,1.2223
1990-03-15,1.2246,1.2246,1.2246,1.2246
1990-03-16,1.2335,1.2335,1.2335,1.2335
1990-03-19,1.2439,1.2439,1.2439,1.2439
1990-03-20,1.2338,1.2338,1.2338,1.2338
1990-03-21,1.2253,1.2253,1.2253,1.2253
1990-03-22,1.2268,1.2268,1.2268,1.2268
1990-03-23,1.2255,1.2255,1.2255,1.2255
1990-03-26,1.2223,1.2223,1.2223,1.2223
1990-03-27,1.2241,1.2241,1.2241,1.2241
1990-03-28,1.2256,1.2256,1.2256,1.2256
1990-03-29,1.2327,1.2327,1.2327,1.2327
1990-03-30,1.2363,1.2363,1.2363,1.2363
1990-04-02,1.2312,1.2312,1.2312,1.2312
1990-04-03,1.234,1.234,1.234,1.234
1990-04-04,1.2349,1.2349,1.2349,1.2349
1990-04-05,1.2335,1.2335,1.2335,1.2335
1990-04-06,1.2373,1.2373,1.2373,1.2373
1990-04-09,1.2405,1.2405,1.2405,1.2405
1990-04-10,1.2402,1.2402,1.2402,1.2402
1990-04-11,1.2522,1.2522,1.2522,1.2522
1990-04-12,1.2533,1.2533,1.2533,1.2533
1990-04-17,1.248,1.248,1.248,1.248
1990-04-18,1.2536,1.2536,1.2536,1.2536
1990-04-19,1.2514,1.2514,1.2514,1.2514
1990-04-20,1.2461,1.2461,1.2461,1.2461
1990-04-23,1.237,1.237,1.237,1.237
1990-04-24,1.2392,1.2392,1.2392,1.2392
1990-04-25,1.248,1.248,1.248,1.248
1990-04-26,1.2519,1.2519,1.2519,1.2519
1990-04-27,1.25,1.25,1.25,1.25
1990-04-30,1.2511,1.2511,1.2511,1.2511
1990-05-01,1.2495,1.2495,1.2495,1.2495
1990-05-02,1.2477,1.2477,1.2477,1.2477
1990-05-03,1.2494,1.2494,1.2494,1.2494
1990-05-04,1.2572,1.2572,1.2572,1.2572
1990-05-08,1.2668,1.2668,1.2668,1.2668
1990-05-09,1.2806,1.2806,1.2806,1.2806
1990-05-10,1.2789,1.2789,1.2789,1.2789
1990-05-11,1.284,1.284,1.284,1.284
1990-05-14,1.2754,1.2754,1.2754,1.2754
1990-05-15,1.2731,1.2731,1.2731,1.2731
1990-05-16,1.276,1.276,1.276,1.276
1990-05-17,1.2729,1.2729,1.2729,1.2729
1990-05-18,1.271,1.271,1.271,1.271
1990-05-21,1.2645,1.2645,1.2645,1.2645
1990-05-22,1.2572,1.2572,1.2572,1.2572
1990-05-23,1.2566,1.2566,1.2566,1.2566
1990-05-24,1.2568,1.2568,1.2568,1.2568
1990-05-25,1.2505,1.2505,1.2505,1.2505
1990-05-29,1.2566,1.2566,1.2566,1.2566
1990-05-30,1.2527,1.2527,1.2527,1.2527
1990-05-31,1.2384,1.2384,1.2384,1.2384
1990-06-01,1.2432,1.2432,1.2432,1.2432
1990-06-04,1.2373,1.2373,1.2373,1.2373
1990-06-05,1.2409,1.2409,1.2409,1.2409
1990-06-06,1.2444,1.2444,1.2444,1.2444
1990-06-07,1.2416,1.2416,1.2416,1.2416
1990-06-08,1.2376,1.2376,1.2376,1.2376
1990-06-11,1.2419,1.2419,1.2419,1.2419
1990-06-12,1.2427,1.2427,1.2427,1.2427
1990-06-13,1.2427,1.2427,1.2427,1.2427
1990-06-14,1.2441,1.2441,1.2441,1.2441
1990-06-15,1.2372,1.2372,1.2372,1.2372
1990-06-18,1.2492,1.2492,1.2492,1.2492
1990-06-19,1.2569,1.2569,1.2569,1.2569
1990-06-20,1.2508,1.2508,1.2508,1.2508
1990-06-21,1.2538,1.2538,1.2538,1.2538
1990-06-22,1.2541,1.2541,1.2541,1.2541
1990-06-25,1.256,1.256,1.256,1.256
1990-06-26,1.2557,1.2557,1.2557,1.2557
1990-06-27,1.2649,1.2649,1.2649,1.2649
1990-06-28,1.2612,1.2612,1.2612,1.2612
1990-06-29,1.2625,1.2625,1.2625,1.2625
1990-07-02,1.27,1.27,1.27,1.27
1990-07-03,1.2716,1.2716,1.2716,1.2716
1990-07-04,1.2793,1.2793,1.2793,1.2793
1990-07-05,1.2771,1.2771,1.2771,1.2771
1990-07-06,1.2741,1.2741,1.2741,1.2741
1990-07-09,1.2786,1.2786,1.2786,1.2786
1990-07-10,1.2821,1.2821,1.2821,1.2821
1990-07-11,1.2776,1.2776,1.2776,1.2776
1990-07-12,1.2689,1.2689,1.2689,1.2689
1990-07-13,1.2793,1.2793,1.2793,1.2793
1990-07-16,1.2736,1.2736,1.2736,1.2736
1990-07-17,1.276,1.276,1.276,1.276
1990-07-18,1.2847,1.2847,1.2847,1.2847
1990-07-19,1.2811,1.2811,1.2811,1.2811
1990-07-20,1.2824,1.2824,1.2824,1.2824
1990-07-23,1.2913,1.2913,1.2913,1.2913
1990-07-24,1.2965,1.2965,1.2965,1.2965
1990-07-25,1.2977,1.2977,1.2977,1.2977
1990-07-26,1.2984,1.2984,1.2984,1.2984
1990-07-27,1.3033,1.3033,1.3033,1.3033
1990-07-30,1.3092,1.3092,1.3092,1.3092
1990-07-31,1.3236,1.3236,1.3236,1.3236
1990-08-01,1.3217,1.3217,1.3217,1.3217
1990-08-02,1.3137,1.3137,1.3137,1.3137
1990-08-03,1.3228,1.3228,1.3228,1.3228
1990-08-06,1.3373,1.3373,1.3373,1.3373
1990-08-07,1.3339,1.3339,1.3339,1.3339
1990-08-08,1.3203,1.3203,1.3203,1.3203
1990-08-09,1.3217,1.3217,1.3217,1.3217
1990-08-10,1.3203,1.3203,1.3203,1.3203
1990-08-13,1.3364,1.3364,1.3364,1.3364
1990-08-14,1.3399,1.3399,1.3399,1.3399
1990-08-15,1.3512,1.3512,1.3512,1.3512
1990-08-16,1.3463,1.3463,1.3463,1.3463
1990-08-17,1.3543,1.3543,1.3543,1.3543
1990-08-20,1.3475,1.3475,1.3475,1.3475
1990-08-21,1.3483,1.3483,1.3483,1.3483
1990-08-22,1.3494,1.3494,1.3494,1.3494
1990-08-23,1.3545,1.3545,1.3545,1.3545
1990-08-24,1.3526,1.3526,1.3526,1.3526
1990-08-28,1.3541,1.3541,1.3541,1.3541
1990-08-29,1.351,1.351,1.351,1.351
1990-08-30,1.3417,1.3417,1.3417,1.3417
1990-08-31,1.3312,1.3312,1.3312,1.3312
1990-09-03,1.3249,1.3249,1.3249,1.3249
1990-09-04,1.325,1.325,1.325,1.325
1990-09-05,1.3387,1.3387,1.3387,1.3387
1990-09-06,1.3445,1.3445,1.3445,1.3445
1990-09-07,1.3389,1.3389,1.3389,1.3389
1990-09-10,1.3278,1.3278,1.3278,1.3278
1990-09-11,1.3172,1.3172,1.3172,1.3172
1990-09-12,1.3233,1.3233,1.3233,1.3233
1990-09-13,1.3222,1.3222,1.3222,1.3222
1990-09-14,1.3417,1.3417,1.3417,1.3417
1990-09-17,1.3481,1.3481,1.3481,1.3481
1990-09-18,1.3526,1.3526,1.3526,1.3526
1990-09-19,1.3374,1.3374,1.3374,1.3374
1990-09-20,1.328,1.328,1.328,1.328
1990-09-21,1.3323,1.3323,1.3323,1.3323
1990-09-24,1.3434,1.3434,1.3434,1.3434
1990-09-25,1.3417,1.3417,1.3417,1.3417
1990-09-26,1.3365,1.3365,1.3365,1.3365
1990-09-27,1.3348,1.3348,1.3348,1.3348
1990-09-28,1.338,1.338,1.338,1.338
1990-10-01,1.3508,1.3508,1.3508,1.3508
1990-10-02,1.3466,1.3466,1.3466,1.3466
1990-10-03,1.3534,1.3534,1.3534,1.3534
1990-10-04,1.3633,1.3633,1.3633,1.3633
1990-10-05,1.3631,1.3631,1.3631,1.3631
1990-10-08,1.3652,1.3652,1.3652,1.3652
1990-10-09,1.3725,1.3725,1.3725,1.3725
1990-10-10,1.3717,1.3717,1.3717,1.3717
1990-10-11,1.3646,1.3646,1.3646,1.3646
1990-10-12,1.3768,1.3768,1.3768,1.3768
1990-10-15,1.3757,1.3757,1.3757,1.3757
1990-10-16,1.3801,1.3801,1.3801,1.3801
1990-10-17,1.3881,1.3881,1.3881,1.3881
1990-10-18,1.3858,1.3858,1.3858,1.3858
1990-10-19,1.3914,1.3914,1.3914,1.3914
1990-10-22,1.3845,1.3845,1.3845,1.3845
1990-10-23,1.3799,1.3799,1.3799,1.3799
1990-10-24,1.3864,1.3864,1.3864,1.3864
1990-10-25,1.3889,1.3889,1.3889,1.3889
1990-10-26,1.381,1.381,1.381,1.381
1990-10-29,1.3831,1.3831,1.3831,1.3831
1990-10-30,1.3736,1.3736,1.3736,1.3736
1990-10-31,1.3814,1.3814,1.3814,1.3814
1990-11-01,1.3881,1.3881,1.3881,1.3881
1990-11-02,1.3937,1.3937,1.3937,1.3937
1990-11-05,1.401,1.401,1.401,1.401
1990-11-06,1.4096,1.4096,1.4096,1.4096
1990-11-07,1.413,1.413,1.413,1.413
1990-11-08,1.4006,1.4006,1.4006,1.4006
1990-11-09,1.4041,1.4041,1.4041,1.4041
1990-11-12,1.4128,1.4128,1.4128,1.4128
1990-11-13,1.414,1.414,1.414,1.414
1990-11-14,1.4178,1.4178,1.4178,1.4178
1990-11-15,1.4116,1.4116,1.4116,1.4116
1990-11-16,1.4188,1.4188,1.4188,1.4188
1990-11-19,1.4211,1.4211,1.4211,1.4211
1990-11-20,1.4138,1.4138,1.4138,1.4138
1990-11-21,1.4138,1.4138,1.4138,1.4138
1990-11-22,1.4104,1.4104,1.4104,1.4104
1990-11-23,1.4055,1.4055,1.4055,1.4055
1990-11-26,1.3994,1.3994,1.3994,1.3994
1990-11-27,1.4102,1.4102,1.4102,1.4102
1990-11-28,1.4073,1.4073,1.4073,1.4073
1990-11-29,1.4037,1.4037,1.4037,1.4037
1990-11-30,1.3891,1.3891,1.3891,1.3891
1990-12-03,1.3849,1.3849,1.3849,1.3849
1990-12-04,1.3887,1.3887,1.3887,1.3887
1990-12-05,1.3881,1.3881,1.3881,1.3881
1990-12-06,1.3967,1.3967,1.3967,1.3967
1990-12-07,1.4073,1.4073,1.4073,1.4073
1990-12-10,1.4168,1.4168,1.4168,1.4168
1990-12-11,1.4106,1.4106,1.4106,1.4106
1990-12-12,1.4094,1.4094,1.4094,1.4094
1990-12-13,1.4077,1.4077,1.4077,1.4077
1990-12-14,1.4037,1.4037,1.4037,1.4037
1990-12-17,1.3994,1.3994,1.3994,1.3994
1990-12-18,1.4012,1.4012,1.4012,1.4012
1990-12-19,1.4063,1.4063,1.4063,1.4063
1990-12-20,1.3918,1.3918,1.3918,1.3918
1990-12-21,1.365,1.365,1.365,1.365
1990-12-24,1.3548,1.3548,1.3548,1.3548
1990-12-27,1.3615,1.3615,1.3615,1.3615
1990-12-28,1.3858,1.3858,1.3858,1.3858
1990-12-31,1.3908,1.3908,1.3908,1.3908
1991-01-02,1.3955,1.3955,1.3955,1.3955
1991-01-03,1.3959,1.3959,1.3959,1.3959
1991-01-04,1.3854,1.3854,1.3854,1.3854
1991-01-07,1.3622,1.3622,1.3622,1.3622
1991-01-08,1.3609,1.3609,1.3609,1.3609
1991-01-09,1.3744,1.3744,1.3744,1.3744
1991-01-10,1.362,1.362,1.362,1.362
1991-01-11,1.3622,1.3622,1.3622,1.3622
1991-01-14,1.3519,1.3519,1.3519,1.3519
1991-01-15,1.3523,1.3523,1.3523,1.3523
1991-01-16,1.3499,1.3499,1.3499,1.3499
1991-01-17,1.3738,1.3738,1.3738,1.3738
1991-01-18,1.3839,1.3839,1.3839,1.3839
1991-01-21,1.397,1.397,1.397,1.397
1991-01-22,1.393,1.393,1.393,1.393
1991-01-23,1.3961,1.3961,1.3961,1.3961
1991-01-24,1.4085,1.4085,1.4085,1.4085
1991-01-25,1.4012,1.4012,1.4012,1.4012
1991-01-28,1.4027,1.4027,1.4027,1.4027
1991-01-29,1.4063,1.4063,1.4063,1.4063
1991-01-30,1.3945,1.3945,1.3945,1.3945
1991-01-31,1.4069,1.4069,1.4069,1.4069
1991-02-01,1.4211,1.4211,1.4211,1.4211
1991-02-04,1.4233,1.4233,1.4233,1.4233
1991-02-05,1.4274,1.4274,1.4274,1.4274
1991-02-06,1.436,1.436,1.436,1.436
1991-02-07,1.4372,1.4372,1.4372,1.4372
1991-02-08,1.4312,1.4312,1.4312,1.4312
1991-02-11,1.4376,1.4376,1.4376,1.4376
1991-02-12,1.436,1.436,1.436,1.436
1991-02-13,1.4329,1.4329,1.4329,1.4329
1991-02-14,1.4261,1.4261,1.4261,1.4261
1991-02-15,1.4138,1.4138,1.4138,1.4138
1991-02-18,1.4071,1.4071,1.4071,1.4071
1991-02-19,1.4035,1.4035,1.4035,1.4035
1991-02-20,1.3961,1.3961,1.3961,1.3961
1991-02-21,1.4019,1.4019,1.4019,1.4019
1991-02-22,1.3959,1.3959,1.3959,1.3959
1991-02-25,1.3736,1.3736,1.3736,1.3736
1991-02-26,1.3702,1.3702,1.3702,1.3702
1991-02-27,1.3736,1.3736,1.3736,1.3736
1991-02-28,1.371,1.371,1.371,1.371
1991-03-01,1.3624,1.3624,1.3624,1.3624
1991-03-04,1.3611,1.3611,1.3611,1.3611
1991-03-05,1.3661,1.3661,1.3661,1.3661
1991-03-06,1.3512,1.3512,1.3512,1.3512
1991-03-07,1.3525,1.3525,1.3525,1.3525
1991-03-08,1.3371,1.3371,1.3371,1.3371
1991-03-11,1.3264,1.3264,1.3264,1.3264
1991-03-12,1.3298,1.3298,1.3298,1.3298
1991-03-13,1.324,1.324,1.324,1.324
1991-03-14,1.3242,1.3242,1.3242,1.3242
1991-03-15,1.3087,1.3087,1.3087,1.3087
1991-03-18,1.2816,1.2816,1.2816,1.2816
1991-03-19,1.2695,1.2695,1.2695,1.2695
1991-03-20,1.2708,1.2708,1.2708,1.2708
1991-03-21,1.2765,1.2765,1.2765,1.2765
1991-03-22,1.2755,1.2755,1.2755,1.2755
1991-03-25,1.2544,1.2544,1.2544,1.2544
1991-03-26,1.2346,1.2346,1.2346,1.2346
1991-03-27,1.2241,1.2241,1.2241,1.2241
1991-03-28,1.2253,1.2253,1.2253,1.2253
1991-04-02,1.2415,1.2415,1.2415,1.2415
1991-04-03,1.2533,1.2533,1.2533,1.2533
1991-04-04,1.2541,1.2541,1.2541,1.2541
1991-04-05,1.2535,1.2535,1.2535,1.2535
1991-04-08,1.2413,1.2413,1.2413,1.2413
1991-04-09,1.2527,1.2527,1.2527,1.2527
1991-04-10,1.2497,1.2497,1.2497,1.2497
1991-04-11,1.2561,1.2561,1.2561,1.2561
1991-04-12,1.2495,1.2495,1.2495,1.2495
1991-04-15,1.2583,1.2583,1.2583,1.2583
1991-04-16,1.2595,1.2595,1.2595,1.2595
1991-04-17,1.2593,1.2593,1.2593,1.2593
1991-04-18,1.2463,1.2463,1.2463,1.2463
1991-04-19,1.2111,1.2111,1.2111,1.2111
1991-04-22,1.1903,1.1903,1.1903,1.1903
1991-04-23,1.2044,1.2044,1.2044,1.2044
1991-04-24,1.2047,1.2047,1.2047,1.2047
1991-04-25,1.199,1.199,1.199,1.199
1991-04-26,1.1976,1.1976,1.1976,1.1976
1991-04-29,1.1834,1.1834,1.1834,1.1834
1991-04-30,1.2192,1.2192,1.2192,1.2192
1991-05-01,1.2337,1.2337,1.2337,1.2337
1991-05-02,1.2161,1.2161,1.2161,1.2161
1991-05-03,1.2037,1.2037,1.2037,1.2037
1991-05-07,1.2197,1.2197,1.2197,1.2197
1991-05-08,1.2137,1.2137,1.2137,1.2137
1991-05-09,1.2037,1.2037,1.2037,1.2037
1991-05-10,1.2108,1.2108,1.2108,1.2108
1991-05-13,1.2168,1.2168,1.2168,1.2168
1991-05-14,1.2297,1.2297,1.2297,1.2297
1991-05-15,1.2419,1.2419,1.2419,1.2419
1991-05-16,1.2378,1.2378,1.2378,1.2378
1991-05-17,1.2112,1.2112,1.2112,1.2112
1991-05-20,1.2085,1.2085,1.2085,1.2085
1991-05-21,1.2241,1.2241,1.2241,1.2241
1991-05-22,1.2151,1.2151,1.2151,1.2151
1991-05-23,1.2192,1.2192,1.2192,1.2192
1991-05-24,1.2253,1.2253,1.2253,1.2253
1991-05-28,1.2305,1.2305,1.2305,1.2305
1991-05-29,1.2335,1.2335,1.2335,1.2335
1991-05-30,1.2176,1.2176,1.2176,1.2176
1991-05-31,1.2086,1.2086,1.2086,1.2086
1991-06-03,1.1972,1.1972,1.1972,1.1972
1991-06-04,1.2011,1.2011,1.2011,1.2011
1991-06-05,1.1972,1.1972,1.1972,1.1972
1991-06-06,1.1975,1.1975,1.1975,1.1975
1991-06-07,1.186,1.186,1.186,1.186
1991-06-10,1.1832,1.1832,1.1832,1.1832
1991-06-11,1.1822,1.1822,1.1822,1.1822
1991-06-12,1.1692,1.1692,1.1692,1.1692
1991-06-13,1.1633,1.1633,1.1633,1.1633
1991-06-14,1.169,1.169,1.169,1.169
1991-06-17,1.1625,1.1625,1.1625,1.1625
1991-06-18,1.1539,1.1539,1.1539,1.1539
1991-06-19,1.165,1.165,1.165,1.165
1991-06-20,1.1677,1.1677,1.1677,1.1677
1991-06-21,1.1616,1.1616,1.1616,1.1616
1991-06-24,1.1729,1.1729,1.1729,1.1729
1991-06-25,1.1644,1.1644,1.1644,1.1644
1991-06-26,1.1727,1.1727,1.1727,1.1727
1991-06-27,1.1677,1.1677,1.1677,1.1677
1991-06-28,1.1549,1.1549,1.1549,1.1549
1991-07-01,1.1541,1.1541,1.1541,1.1541
1991-07-02,1.1416,1.1416,1.1416,1.1416
1991-07-03,1.1447,1.1447,1.1447,1.1447
1991-07-04,1.1409,1.1409,1.1409,1.1409
1991-07-05,1.1442,1.1442,1.1442,1.1442
1991-07-08,1.1535,1.1535,1.1535,1.1535
1991-07-09,1.1533,1.1533,1.1533,1.1533
1991-07-10,1.1522,1.1522,1.1522,1.1522
1991-07-11,1.1421,1.1421,1.1421,1.1421
1991-07-12,1.1654,1.1654,1.1654,1.1654
1991-07-15,1.1671,1.1671,1.1671,1.1671
1991-07-16,1.1636,1.1636,1.1636,1.1636
1991-07-17,1.1697,1.1697,1.1697,1.1697
1991-07-18,1.1805,1.1805,1.1805,1.1805
1991-07-19,1.1925,1.1925,1.1925,1.1925
1991-07-22,1.192,1.192,1.192,1.192
1991-07-23,1.1909,1.1909,1.1909,1.1909
1991-07-24,1.2051,1.2051,1.2051,1.2051
1991-07-25,1.1939,1.1939,1.1939,1.1939
1991-07-26,1.2031,1.2031,1.2031,1.2031
1991-07-29,1.1955,1.1955,1.1955,1.1955
1991-07-30,1.1955,1.1955,1.1955,1.1955
1991-07-31,1.197,1.197,1.197,1.197
1991-08-01,1.1929,1.1929,1.1929,1.1929
1991-08-02,1.1999,1.1999,1.1999,1.1999
1991-08-05,1.2136,1.2136,1.2136,1.2136
1991-08-06,1.2212,1.2212,1.2212,1.2212
1991-08-07,1.2171,1.2171,1.2171,1.2171
1991-08-08,1.2157,1.2157,1.2157,1.2157
1991-08-09,1.2101,1.2101,1.2101,1.2101
1991-08-12,1.2079,1.2079,1.2079,1.2079
1991-08-13,1.2054,1.2054,1.2054,1.2054
1991-08-14,1.2028,1.2028,1.2028,1.2028
1991-08-15,1.2051,1.2051,1.2051,1.2051
1991-08-16,1.1868,1.1868,1.1868,1.1868
1991-08-19,1.1508,1.1508,1.1508,1.1508
1991-08-20,1.1621,1.1621,1.1621,1.1621
1991-08-21,1.1885,1.1885,1.1885,1.1885
1991-08-22,1.2067,1.2067,1.2067,1.2067
1991-08-23,1.195,1.195,1.195,1.195
1991-08-27,1.1953,1.1953,1.1953,1.1953
1991-08-28,1.2012,1.2012,1.2012,1.2012
1991-08-29,1.2031,1.2031,1.2031,1.2031
1991-08-30,1.1946,1.1946,1.1946,1.1946
1991-09-02,1.1976,1.1976,1.1976,1.1976
1991-09-03,1.2032,1.2032,1.2032,1.2032
1991-09-04,1.2038,1.2038,1.2038,1.2038
1991-09-05,1.2028,1.2028,1.2028,1.2028
1991-09-06,1.2037,1.2037,1.2037,1.2037
1991-09-09,1.2276,1.2276,1.2276,1.2276
1991-09-10,1.2308,1.2308,1.2308,1.2308
1991-09-11,1.2297,1.2297,1.2297,1.2297
1991-09-12,1.2384,1.2384,1.2384,1.2384
1991-09-13,1.2419,1.2419,1.2419,1.2419
1991-09-16,1.2477,1.2477,1.2477,1.2477
1991-09-17,1.2475,1.2475,1.2475,1.2475
1991-09-18,1.2402,1.2402,1.2402,1.2402
1991-09-19,1.2376,1.2376,1.2376,1.2376
1991-09-20,1.2347,1.2347,1.2347,1.2347
1991-09-23,1.2498,1.2498,1.2498,1.2498
1991-09-24,1.2497,1.2497,1.2497,1.2497
1991-09-25,1.2404,1.2404,1.2404,1.2404
1991-09-26,1.2429,1.2429,1.2429,1.2429
1991-09-27,1.2416,1.2416,1.2416,1.2416
1991-09-30,1.2544,1.2544,1.2544,1.2544
1991-10-01,1.2514,1.2514,1.2514,1.2514
1991-10-02,1.2558,1.2558,1.2558,1.2558
1991-10-03,1.2531,1.2531,1.2531,1.2531
1991-10-04,1.2458,1.2458,1.2458,1.2458
1991-10-07,1.2429,1.2429,1.2429,1.2429
1991-10-08,1.2359,1.2359,1.2359,1.2359
1991-10-09,1.2287,1.2287,1.2287,1.2287
1991-10-10,1.2343,1.2343,1.2343,1.2343
1991-10-11,1.2335,1.2335,1.2335,1.2335
1991-10-14,1.2321,1.2321,1.2321,1.2321
1991-10-15,1.221,1.221,1.221,1.221
1991-10-16,1.2247,1.2247,1.2247,1.2247
1991-10-17,1.227,1.227,1.227,1.227
1991-10-18,1.2326,1.2326,1.2326,1.2326
1991-10-21,1.2355,1.2355,1.2355,1.2355
1991-10-22,1.2299,1.2299,1.2299,1.2299
1991-10-23,1.2246,1.2246,1.2246,1.2246
1991-10-24,1.2279,1.2279,1.2279,1.2279
1991-10-25,1.2278,1.2278,1.2278,1.2278
1991-10-28,1.2223,1.2223,1.2223,1.2223
1991-10-29,1.2317,1.2317,1.2317,1.2317
1991-10-30,1.2421,1.2421,1.2421,1.2421
1991-10-31,1.2461,1.2461,1.2461,1.2461
1991-11-01,1.2553,1.2553,1.2553,1.2553
1991-11-04,1.275,1.275,1.275,1.275
1991-11-05,1.2694,1.2694,1.2694,1.2694
1991-11-06,1.2713,1.2713,1.2713,1.2713
1991-11-07,1.2747,1.2747,1.2747,1.2747
1991-11-08,1.27,1.27,1.27,1.27
1991-11-11,1.2695,1.2695,1.2695,1.2695
1991-11-12,1.2752,1.2752,1.2752,1.2752
1991-11-13,1.2741,1.2741,1.2741,1.2741
1991-11-14,1.2783,1.2783,1.2783,1.2783
1991-11-15,1.2707,1.2707,1.2707,1.2707
1991-11-18,1.296,1.296,1.296,1.296
1991-11-19,1.3002,1.3002,1.3002,1.3002
1991-11-20,1.2969,1.2969,1.2969,1.2969
1991-11-21,1.3007,1.3007,1.3007,1.3007
1991-11-22,1.3082,1.3082,1.3082,1.3082
1991-11-25,1.3103,1.3103,1.3103,1.3103
1991-11-26,1.312,1.312,1.312,1.312
1991-11-27,1.2868,1.2868,1.2868,1.2868
1991-11-28,1.2855,1.2855,1.2855,1.2855
1991-11-29,1.2767,1.2767,1.2767,1.2767
1991-12-02,1.2923,1.2923,1.2923,1.2923
1991-12-03,1.2897,1.2897,1.2897,1.2897
1991-12-04,1.2868,1.2868,1.2868,1.2868
1991-12-05,1.3041,1.3041,1.3041,1.3041
1991-12-06,1.3193,1.3193,1.3193,1.3193
1991-12-09,1.3221,1.3221,1.3221,1.3221
1991-12-10,1.32,1.32,1.32,1.32
1991-12-11,1.3139,1.3139,1.3139,1.3139
1991-12-12,1.3118,1.3118,1.3118,1.3118
1991-12-13,1.3118,1.3118,1.3118,1.3118
1991-12-16,1.3191,1.3191,1.3191,1.3191
1991-12-17,1.3229,1.3229,1.3229,1.3229
1991-12-18,1.3221,1.3221,1.3221,1.3221
1991-12-19,1.3321,1.3321,1.3321,1.3321
1991-12-20,1.3514,1.3514,1.3514,1.3514
1991-12-23,1.3672,1.3672,1.3672,1.3672
1991-12-24,1.3671,1.3671,1.3671,1.3671
1991-12-27,1.3682,1.3682,1.3682,1.3682
1991-12-30,1.3669,1.3669,1.3669,1.3669
1991-12-31,1.3656,1.3656,1.3656,1.3656
1992-01-02,1.3661,1.3661,1.3661,1.3661
1992-01-03,1.3481,1.3481,1.3481,1.3481
1992-01-06,1.3658,1.3658,1.3658,1.3658
1992-01-07,1.371,1.371,1.371,1.371
1992-01-08,1.3702,1.3702,1.3702,1.3702
1992-01-09,1.3506,1.3506,1.3506,1.3506
1992-01-10,1.3228,1.3228,1.3228,1.3228
1992-01-13,1.3182,1.3182,1.3182,1.3182
1992-01-14,1.3229,1.3229,1.3229,1.3229
1992-01-15,1.2803,1.2803,1.2803,1.2803
1992-01-16,1.2825,1.2825,1.2825,1.2825
1992-01-17,1.3007,1.3007,1.3007,1.3007
1992-01-20,1.305,1.305,1.305,1.305
1992-01-21,1.3153,1.3153,1.3153,1.3153
1992-01-22,1.3151,1.3151,1.3151,1.3151
1992-01-23,1.3062,1.3062,1.3062,1.3062
1992-01-24,1.3092,1.3092,1.3092,1.3092
1992-01-27,1.2912,1.2912,1.2912,1.2912
1992-01-28,1.3041,1.3041,1.3041,1.3041
